Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City
336782147,C,Member,Male,Home and lifestyle,63.91,8,25.564,536.844,2019-03-13,19:31:00,Credit card,4.6,Naypyitaw
268276179,B,Member,Female,Fashion accessories,56.47,8,22.588,474.348,2019-03-09,14:34:00,Ewallet,7.3,Mandalay
668908900,A,Normal,Female,Home and lifestyle,93.69,7,32.7915,688.6215,2019-03-10,18:26:00,Credit card,4.5,Yangon
870543162,A,Normal,Female,Sports and travel,32.25,5,8.0625,169.3125,2019-01-27,13:15:00,Cash,9.0,Yangon
189089157,C,Normal,Female,Fashion accessories,31.73,9,14.2785,299.8485,2019-01-08,16:10:00,Credit card,5.9,Naypyitaw
663869076,C,Member,Female,Food and beverages,68.54,8,27.416,575.736,2019-01-08,15:34:00,Ewallet,8.5,Naypyitaw
549847482,B,Normal,Female,Sports and travel,90.28,9,40.626,853.146,2019-02-08,11:09:00,Ewallet,7.2,Mandalay
191106171,B,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,2019-01-25,13:10:00,Cash,7.5,Mandalay
802705316,A,Member,Female,Sports and travel,92.13,6,27.639,580.419,2019-03-06,20:20:00,Cash,8.3,Yangon
695510018,B,Normal,Female,Sports and travel,34.84,4,6.968,146.328,2019-02-10,18:21:00,Cash,7.4,Mandalay
590834591,B,Member,Male,Electronic accessories,87.45,6,26.235,550.935,2019-02-17,14:24:00,Credit card,8.8,Mandalay
483711164,C,Normal,Female,Health and beauty,81.3,6,24.39,512.19,2019-03-08,16:25:00,Ewallet,5.3,Naypyitaw
597787908,C,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,2019-02-18,19:23:00,Cash,6.2,Naypyitaw
700811757,A,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,2019-01-18,20:35:00,Credit card,8.8,Yangon
354395160,A,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2019-02-18,15:23:00,Cash,9.8,Yangon
241729525,B,Normal,Male,Sports and travel,51.91,10,25.955,545.055,2019-02-16,12:12:00,Cash,8.2,Mandalay
575308091,A,Normal,Male,Sports and travel,72.5,8,29.0,609.0,2019-03-16,19:15:00,Ewallet,9.2,Yangon
731819469,C,Member,Female,Sports and travel,89.8,10,44.9,942.9,2019-01-23,13:00:00,Credit card,5.4,Naypyitaw
280174359,C,Member,Male,Health and beauty,90.5,10,45.25,950.25,2019-01-25,13:28:00,Cash,8.1,Naypyitaw
338652210,C,Member,Female,Health and beauty,68.6,10,34.3,720.3,2019-02-05,19:34:00,Cash,9.1,Naypyitaw
488254221,C,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2019-02-22,10:21:00,Credit card,8.4,Naypyitaw
239107476,A,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,2019-01-21,16:22:00,Ewallet,8.0,Yangon
458411477,C,Normal,Female,Health and beauty,46.26,6,13.878,291.438,2019-03-08,17:06:00,Credit card,9.5,Naypyitaw
685641609,A,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2019-02-10,12:16:00,Ewallet,9.2,Yangon
568905112,C,Normal,Male,Health and beauty,66.14,4,13.228,277.788,2019-03-19,12:27:00,Credit card,5.6,Naypyitaw
262472794,B,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,2019-03-06,15:04:00,Credit card,6.2,Mandalay
238490436,A,Normal,Male,Health and beauty,32.46,8,12.984,272.664,2019-03-27,13:28:00,Credit card,4.9,Yangon
608963517,B,Member,Female,Fashion accessories,91.54,4,18.308,384.468,2019-03-23,19:11:00,Credit card,4.8,Mandalay
584867256,C,Member,Male,Sports and travel,34.56,7,12.096,254.016,2019-03-11,16:04:00,Credit card,7.3,Naypyitaw
746940204,A,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,2019-01-29,11:33:00,Credit card,7.4,Yangon
214176927,C,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07,18:13:00,Ewallet,9.9,Naypyitaw
400894171,C,Normal,Female,Sports and travel,80.97,8,32.388,680.148,2019-01-28,13:03:00,Cash,9.3,Naypyitaw
782959291,A,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2019-02-20,15:33:00,Credit card,9.0,Yangon
279742924,B,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,2019-01-04,19:23:00,Cash,6.1,Mandalay
307852293,B,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,2019-03-07,13:34:00,Ewallet,9.7,Mandalay
743041105,B,Member,Male,Health and beauty,97.22,9,43.749,918.729,2019-03-30,14:25:00,Ewallet,6.0,Mandalay
423572993,B,Normal,Male,Sports and travel,93.39,6,28.017,588.357,2019-03-27,19:10:00,Ewallet,10.0,Mandalay
894415205,C,Normal,Female,Food and beverages,43.18,8,17.272,362.712,2019-01-19,19:23:00,Credit card,8.3,Naypyitaw
275280149,A,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,16:12:00,Cash,6.0,Yangon
101176199,A,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,2019-03-13,19:26:00,Credit card,7.0,Yangon
423800988,C,Normal,Male,Sports and travel,76.4,2,7.64,160.44,2019-01-30,19:25:00,Ewallet,6.5,Naypyitaw
548469322,B,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2019-02-20,15:14:00,Credit card,5.9,Mandalay
505020892,B,Member,Male,Health and beauty,42.57,8,17.028,357.588,2019-02-25,14:07:00,Ewallet,5.6,Mandalay
234652137,C,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,2019-01-16,13:19:00,Cash,4.8,Naypyitaw
687478271,A,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,16:11:00,Credit card,8.7,Yangon
796329050,A,Normal,Male,Food and beverages,51.28,6,15.384,323.064,2019-01-19,16:18:00,Cash,6.5,Yangon
105311824,A,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,15:05:00,Credit card,8.5,Yangon
249423782,A,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,11:21:00,Ewallet,5.5,Yangon
316554634,B,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,12:26:00,Credit card,9.4,Mandalay
733334967,C,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,2019-03-03,19:10:00,Cash,6.3,Naypyitaw
608276295,B,Member,Male,Electronic accessories,52.89,6,15.867,333.207,2019-01-19,17:20:00,Credit card,9.8,Mandalay
414127047,B,Normal,Male,Food and beverages,19.79,8,7.916,166.236,2019-01-18,12:02:00,Ewallet,8.7,Mandalay
827262100,A,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,2019-03-21,16:12:00,Ewallet,8.8,Yangon
175542529,A,Member,Male,Food and beverages,22.17,8,8.868,186.228,2019-03-03,17:00:00,Credit card,9.6,Yangon
139522867,C,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,10:30:00,Credit card,4.8,Naypyitaw
407638975,A,Normal,Male,Food and beverages,73.88,6,22.164,465.444,2019-03-23,19:09:00,Ewallet,4.4,Yangon
342654817,C,Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28,16:28:00,Ewallet,9.9,Naypyitaw
130988941,C,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,10:00:00,Cash,5.7,Naypyitaw
434839547,C,Member,Male,Food and beverages,38.47,8,15.388,323.148,2019-01-23,11:30:00,Cash,7.7,Naypyitaw
851286367,A,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:33:00,Ewallet,8.0,Yangon
824883614,C,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,15:00:00,Ewallet,5.7,Naypyitaw
586250848,A,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,11:11:00,Credit card,6.7,Yangon
895660685,B,Member,Male,Food and beverages,18.08,3,2.712,56.952,2019-03-05,19:27:00,Ewallet,8.0,Mandalay
305140245,B,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,19:00:00,Ewallet,7.5,Mandalay
732045373,B,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,10:31:00,Cash,7.0,Mandalay
400607251,A,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,12:30:00,Ewallet,9.9,Yangon
593651552,C,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,20:30:00,Credit card,5.9,Naypyitaw
284349626,B,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,10:23:00,Credit card,7.2,Mandalay
437588131,B,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,13:24:00,Ewallet,4.6,Mandalay
286436208,C,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,19:04:00,Cash,9.2,Naypyitaw
641432399,B,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,20:13:00,Ewallet,5.7,Mandalay
831076050,A,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,11:18:00,Credit card,9.9,Yangon
556863144,C,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,2019-01-13,19:18:00,Cash,5.0,Naypyitaw
848249445,C,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,18:01:00,Cash,4.9,Naypyitaw
856228149,A,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,10:07:00,Ewallet,6.1,Yangon
699014164,C,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,19:34:00,Credit card,8.2,Naypyitaw
420114919,C,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:34:00,Credit card,5.5,Naypyitaw
606804905,C,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:00:00,Credit card,6.8,Naypyitaw
542410513,B,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,11:34:00,Cash,6.6,Mandalay
426392418,C,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:01:00,Cash,9.8,Naypyitaw
875465808,B,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,14:30:00,Ewallet,8.7,Mandalay
394434238,B,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,12:25:00,Credit card,5.4,Mandalay
749241565,A,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,2019-01-03,12:01:00,Ewallet,7.9,Yangon
672518681,C,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,2019-01-04,18:11:00,Credit card,9.7,Naypyitaw
263875680,C,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,17:22:00,Ewallet,7.8,Naypyitaw
573589734,B,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,13:24:00,Ewallet,5.1,Mandalay
817698206,B,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,19:25:00,Credit card,6.5,Mandalay
888020338,A,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,20:14:00,Ewallet,5.9,Yangon
677110152,C,Normal,Female,Food and beverages,93.26,9,41.967,881.307,2019-01-16,18:04:00,Cash,8.8,Naypyitaw
142636033,B,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,19:10:00,Ewallet,4.9,Mandalay
656161063,B,Normal,Male,Sports and travel,46.42,3,6.963,146.223,2019-01-04,13:14:00,Credit card,4.4,Mandalay
891588335,B,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,15:31:00,Cash,6.5,Mandalay
802438934,A,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,15:03:00,Credit card,8.3,Yangon
560305617,B,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,18:16:00,Cash,8.5,Mandalay
319742561,A,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,16:33:00,Cash,5.5,Yangon
549039315,B,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:34:00,Ewallet,8.7,Mandalay
